date_num,Group,ProductId,ZoneId,Sales_$
1428,g2,p65,z23,1.111494363
1429,g2,p65,z23,1.101380593
1440,g2,p65,z23,1.122932048
1443,g2,p65,z23,1.060060276
1460,g2,p57,z1,0.650795219
1455,g2,p57,z1,0.677702865
1456,g2,p57,z1,0.646597596
1387,g2,p57,z148,0.573186192
1390,g2,p57,z148,0.584637109
1393,g2,p57,z148,0.570113722
1461,g2,p57,z148,0.564058659
1453,g2,p57,z148,0.56674959
1454,g2,p57,z148,0.571098742
1458,g2,p57,z148,0.591227225
1435,g2,p57,z148,0.58010156
1426,g2,p57,z148,0.575143969
1384,g2,p20,z148,1.320238497
1383,g2,p20,z148,1.315107015
1393,g2,p20,z148,1.33770728
1390,g2,p20,z148,1.364793496
1394,g2,p20,z23,1.34189247
1460,g2,p20,z23,1.360850468
1453,g2,p20,z148,1.321263323
1455,g2,p20,z148,1.350922751
1458,g2,p20,z23,1.305762027
1456,g2,p20,z23,1.327101375
1414,g2,p20,z148,1.352671465
1421,g2,p20,z148,1.300243179
1422,g2,p20,z148,1.341164181
1433,g2,p20,z148,1.338210429
1435,g2,p20,z148,1.365008035
1432,g2,p20,z148,1.345841922
1447,g2,p20,z23,1.301897157
1450,g2,p20,z148,1.369772452
1448,g2,p20,z148,1.34785608
1426,g2,p20,z148,1.342897693
1429,g2,p20,z23,1.305928686
1440,g2,p20,z23,1.336975997
1439,g2,p20,z148,1.361823356
1443,g2,p20,z23,1.354046955
1393,g2,p26,z23,1.447907873
1446,g2,p26,z1,1.65913866
1453,g2,p71,z1,1.541445161
1455,g2,p43,z1,1.578350735
1446,g2,p43,z1,1.535670849
1449,g2,p43,z1,1.517736566
1444,g2,p43,z1,1.603235288
1420,g2,p83,z148,2.536790159
1438,g2,p83,z148,2.492502142
1382,g2,p71,z23,1.130100826
1383,g2,p26,z23,1.623068929
1382,g2,p26,z23,1.65930463
1389,g2,p26,z23,1.591869178
1462,g2,p26,z23,1.625424453
1463,g2,p26,z23,1.628435111
1453,g2,p26,z23,1.608149696
1456,g2,p26,z23,1.592744744
1458,g2,p26,z23,1.668504366
1413,g2,p26,z23,1.573713143
1414,g2,p26,z23,1.583515899
1420,g2,p26,z23,1.575901997
1421,g2,p26,z23,1.57221685
1423,g2,p26,z23,1.585793006
1436,g2,p26,z23,1.635514152
1449,g2,p26,z23,1.582860961
1427,g2,p26,z23,1.576120335
1441,g2,p26,z23,1.576243536
1415,g2,p71,z23,1.186822423
1426,g2,p71,z23,1.152853364
1414,g2,p43,z23,1.138949874
1417,g2,p43,z23,1.168445546
1420,g2,p43,z23,1.137544939
1423,g2,p43,z23,1.12279043
1432,g2,p43,z23,1.135347547
1383,g2,p83,z148,2.449160952
1393,g2,p83,z148,2.491391241
1463,g2,p83,z148,2.544301913
1457,g2,p83,z148,2.547983515
1458,g2,p83,z148,2.488596249
1416,g2,p83,z148,2.460973898
1418,g2,p83,z148,2.499647852
1422,g2,p83,z148,2.4891824
1450,g2,p83,z148,2.521146762
1448,g2,p83,z148,2.542988369
1446,g2,p83,z148,2.559925522
1425,g2,p83,z148,2.549210447
1424,g2,p83,z148,2.424960798
1440,g2,p83,z148,2.455496387
1386,g2,p71,z23,1.34292502
1387,g2,p71,z23,1.30444138
1388,g2,p71,z23,1.321823392
1393,g2,p71,z23,1.376697722
1394,g2,p71,z23,1.304011647
1462,g2,p71,z23,1.309897595
1460,g2,p71,z23,1.316552045
1461,g2,p71,z23,1.315322704
1386,g2,p43,z23,1.342742639
1389,g2,p43,z23,1.373352283
1390,g2,p43,z23,1.336631367
1460,g2,p43,z23,1.344937281
1463,g2,p43,z23,1.307816033
1462,g2,p43,z23,1.324690244
1459,g2,p43,z23,1.36066128
1457,g2,p43,z23,1.317368851
1441,g2,p43,z23,1.306182631
1438,g2,p43,z23,1.327309155
1384,g3,p17,z23,1.043507516
1386,g3,p17,z23,1.082587171
1382,g3,p17,z23,1.064570573
1390,g3,p17,z23,1.050764931
1393,g3,p17,z23,1.053076625
1389,g3,p17,z23,1.073281279
1461,g3,p17,z23,1.033531982
1452,g3,p17,z23,1.093485958
1457,g3,p17,z23,1.07977545
1454,g3,p17,z23,1.076974177
1453,g3,p17,z23,1.061794566
1453,g3,p17,z148,1.063612375
1412,g3,p17,z23,1.071137861
1421,g3,p17,z23,1.056547914
1442,g3,p17,z23,1.057526142
1395,g3,p35,z23,1.089170872
1394,g3,p35,z23,1.089691029
1393,g3,p35,z23,1.043104875
1464,g3,p35,z23,1.059077395
1459,g3,p35,z23,1.038467217
1456,g3,p35,z23,1.071135191
1457,g3,p35,z23,1.077302799
1458,g3,p35,z23,1.03711384
1411,g3,p35,z23,1.062690913
1413,g3,p35,z23,1.076055368
1435,g3,p35,z23,1.089549342
1434,g3,p35,z23,1.061720799
1450,g3,p35,z23,1.063085338
1447,g3,p35,z23,1.069140567
1449,g3,p35,z23,1.075943255
1443,g3,p35,z23,1.079151841
1442,g3,p35,z23,1.087826988
1441,g3,p35,z23,1.092148568
1427,g3,p18,z148,1.14263396
1461,g3,p40,z23,0.993708381
1462,g3,p40,z23,1.03755023
1453,g3,p40,z23,0.998801636
1423,g3,p40,z23,1.002133084
1435,g3,p40,z23,1.004535273
1433,g3,p40,z23,1.019624838
1446,g3,p40,z23,1.037500998
1440,g3,p40,z23,1.000141505
1438,g3,p40,z23,1.009162981
1461,g3,p29,z23,0.979839335
1416,g3,p35,z23,0.917124053
1424,g3,p35,z23,0.928115873
1460,g3,p18,z1,1.307332713
1453,g3,p18,z1,1.311606225
1456,g3,p18,z1,1.320865872
1455,g3,p28,z1,1.147281732
1450,g3,p28,z1,1.12035986
1452,g3,p35,z1,1.202933199
1454,g3,p35,z1,1.261167585
1448,g3,p35,z1,1.246910019
1453,g3,p17,z1,1.243993672
1454,g3,p17,z1,1.220344193
1455,g3,p17,z1,1.229273415
1456,g3,p17,z1,1.254053228
1428,g3,p40,z23,0.861427762
1461,g3,p8,z1,1.46941813
1460,g2,p2,z1,1.952735331
1462,g2,p2,z1,2.060895065
1463,g2,p2,z1,2.029060641
1446,g2,p2,z1,1.982432459
1458,g2,p2,z148,1.706417269
1388,g2,p2,z23,1.707789483
1451,g2,p2,z23,1.778855424
1436,g2,p2,z23,1.731919877
1431,g2,p2,z23,1.728222453
1416,g2,p2,z23,1.683153051
1462,g2,p2,z23,1.696795884
1417,g2,p2,z23,1.701291011
1463,g2,p2,z23,1.724441691
1385,g2,p2,z23,1.72711839
1385,g2,p2,z148,1.748378575
1423,g2,p2,z23,1.714993544
1390,g2,p2,z23,1.725753551
1389,g2,p2,z23,1.782520759
1419,g2,p2,z23,1.777283292
1464,g2,p2,z23,1.711531182
1439,g2,p2,z23,1.755080366
1428,g2,p2,z23,1.680534721
1383,g2,p2,z23,1.779147912
1384,g2,p2,z23,1.703091596
1420,g2,p2,z23,1.732546281
1442,g2,p2,z23,1.740417932
1431,g2,p51,z148,1.324545446
1383,g2,p51,z148,1.475893015
1452,g2,p51,z148,1.474428114
1454,g2,p51,z1,1.678337343
1411,g2,p2,z148,1.726057589
1428,g2,p2,z148,1.687988407
1458,g1,p16,z23,1.657381223
1431,g1,p16,z23,1.661324971
1435,g1,p16,z23,1.587351583
1451,g1,p16,z148,1.59901823
1429,g1,p16,z148,1.596740094
1463,g2,p6,z148,1.527547825
1456,g2,p6,z148,1.567822028
1431,g2,p6,z148,1.555942625
1434,g2,p6,z148,1.558442904
1443,g2,p6,z148,1.518621191
1448,g2,p6,z148,1.486277136
1464,g2,p9,z148,1.642863998
1465,g2,p9,z148,1.668851892
1449,g2,p9,z148,1.608497966
1438,g2,p9,z148,1.41271816
1414,g1,p66,z148,1.768526545
1437,g1,p66,z148,1.840956427
1387,g2,p6,z148,1.365512847
1390,g2,p6,z148,1.312720626
1419,g2,p6,z148,1.20014789
1459,g3,p29,z148,0.802273355
1416,g3,p29,z148,0.808794609
1465,g3,p8,z148,1.356865118
1457,g3,p8,z148,1.156945899
1419,g3,p8,z148,1.133218807
1446,g3,p8,z1,1.054048382
1451,g3,p8,z148,1.192893366
